,epsilon,index,action_num_val,action_verbose,td_error,s_value,gamma,reward,probability,q_func_value
246,0.9064825930372149,247,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-252.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
247,0.9061024409763906,248,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-253.0,0.6,"[-0.001    -0.001    -0.001    -0.001     0.        0.        0.
  0.        0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.       -0.001     0.        0.
  0.        0.        0.        0.        0.        0.        0.
 -0.001     0.        0.        0.        0.        0.       -0.001999
  0.       -0.001     0.        0.        0.        0.        0.
  0.        0.        0.        0.       -0.001     0.        0.
 -0.003     0.       -0.002     0.        0.        0.        0.
 -0.001999  0.        0.        0.        0.        0.        0.
  0.        0.        0.        0.        0.        0.       -0.002
  0.        0.      ]"
248,0.9057222889155663,249,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-254.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
249,0.9053421368547419,250,64,"OSScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-255.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
250,0.9049619847939175,251,66,"ProcessScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-256.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
251,0.9045818327330932,252,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-257.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
252,0.9042016806722689,253,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-258.0,1.0,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
253,0.9038215286114446,254,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER",-0.9989999999525025,0.0,0.99,-259.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
254,0.9034413765506203,255,48,"ProcessScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-260.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
255,0.903061224489796,256,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2",-1.0,0.0,0.99,-261.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
256,0.9026810724289716,257,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-262.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
257,0.9023009203681472,258,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-263.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
258,0.9019207683073229,259,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1",-3.0,0.0,0.99,-264.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
259,0.9015406162464986,260,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-265.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
260,0.9011604641856743,261,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2",-1.0,0.0,0.99,-266.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
261,0.90078031212485,262,70,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2",-1.0,0.0,0.99,-267.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
262,0.9004001600640257,263,55,"OSScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-268.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
263,0.9000200080032013,264,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2",99.0,0.099,0.99,-269.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
264,0.8996398559423769,265,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1",-2.0,0.0,0.99,-270.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
265,0.8992597038815526,266,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-271.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
266,0.8988795518207283,267,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-272.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
267,0.898499399759904,268,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2",-1.0,0.0,0.99,-273.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
268,0.8981192476990796,269,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-274.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
269,0.8977390956382553,270,60,"Exploit: target=(3, 4), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1",-2.0,0.0,0.99,-275.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
270,0.897358943577431,271,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1",-1.0,0.0,0.99,-276.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
271,0.8969787915166066,272,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-277.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
272,0.8965986394557823,273,47,"SubnetScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-278.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
273,0.896218487394958,274,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-279.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
274,0.8958383353341337,275,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER",-0.9989999999525025,0.0,0.99,-280.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
275,0.8954581832733093,276,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-281.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
276,0.895078031212485,277,63,"ServiceScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER",-1.0,0.0,0.99,-282.0,0.6,"[-0.001999 -0.001999 -0.001    -0.001    -0.005997 -0.001    -0.002
 -0.003994 -0.001    -0.001    -0.001    -0.002997 -0.001    -0.005997
 -0.001    -0.002    -0.001999 -0.001    -0.001999 -0.001999 -0.001
 -0.001    -0.003    -0.001    -0.002    -0.001    -0.001999 -0.001
 -0.001    -0.001    -0.001    -0.003    -0.001    -0.003998 -0.001
 -0.001    -0.001    -0.001    -0.001999 -0.001999 -0.003    -0.001
 -0.002    -0.001    -0.001     0.       -0.001    -0.001    -0.002997
  0.        0.       -0.002    -0.001     0.       -0.001999 -0.001
  0.       -0.002997 -0.003    -0.002997 -0.002     0.        0.
 -0.001    -0.001     0.        0.        0.       -0.001999  0.
 -0.001999  0.      ]"
